linkId	fromNode	toNode	Time	Electricity
76	597	51	1	1	
76	597	431	3	2	
76	597	599	3	2	
76	597	778	5	3	
76	598	52	1	1	
76	598	599	3	2	
76	598	616	3	2	
76	598	620	2	1	
76	599	53	1	1	
76	599	432	2	1	
76	599	597	3	2	
76	599	598	3	2	
76	599	616	3	2	
76	599	617	3	2	
76	600	54	1	1	
76	600	395	1	1	
76	600	601	4	3	
76	600	602	3	1	
76	600	605	3	3	
76	601	55	1	1	
76	601	394	1	1	
76	601	600	4	2	
76	601	603	3	2	
76	601	716	3	2	
76	602	56	1	1	
76	602	600	3	1	
76	602	603	4	2	
76	602	607	3	3	
76	602	671	3	2	
76	603	57	1	1	
76	603	601	3	1	
76	603	602	4	3	
76	603	672	4	2	
76	603	718	3	2	
76	604	58	1	1	
76	604	397	2	1	
76	604	399	2	1	
76	604	587	3	1	
76	604	605	3	2	
76	604	606	3	2	
76	605	59	1	1	
76	605	584	6	3	
76	605	600	3	2	
76	605	604	3	2	
76	605	607	3	2	
76	606	60	1	1	
76	606	403	2	1	
76	606	604	3	1	
76	606	607	3	3	
76	606	675	4	2	
76	607	61	1	1	
76	607	602	3	2	
76	607	605	3	2	
76	607	606	3	2	
76	607	676	4	2	
76	608	62	1	1	
76	608	537	3	2	
76	608	591	3	3	
76	608	592	3	3	
76	608	609	3	2	
76	608	613	3	2	
76	609	63	1	1	
76	609	399	2	1	
76	609	400	3	2	
76	609	592	3	2	
76	609	608	3	2	
76	609	611	3	2	
76	610	64	1	1	
76	610	537	1	1	
76	610	611	3	2	
76	610	615	3	2	
76	610	679	4	3	
76	611	65	1	1	
76	611	403	2	2	
76	611	609	3	2	
76	611	610	3	2	
76	611	680	3	1	
76	612	66	1	1	
76	612	440	3	2	
76	612	595	3	2	
76	612	596	3	1	
76	612	614	3	2	
76	612	617	3	2	
76	613	67	1	1	
76	613	440	1	1	
76	613	591	3	1	
76	613	596	3	3	
76	613	608	3	2	
76	613	615	3	2	
76	614	68	1	1	
76	614	439	3	2	
76	614	554	4	2	
76	614	612	3	1	
76	614	619	4	2	
76	614	622	4	3	
76	615	69	1	1	
76	615	439	1	1	
76	615	536	2	2	
76	615	610	3	3	
76	615	613	3	2	
76	615	622	4	3	
76	616	70	1	1	
76	616	433	3	2	
76	616	598	3	2	
76	616	599	3	2	
76	616	618	2	1	
76	616	620	2	2	
76	617	71	1	1	
76	617	433	1	1	
76	617	595	3	2	
76	617	599	3	2	
76	617	612	3	2	
76	617	619	3	2	
76	618	72	1	1	
76	618	434	4	2	
76	618	548	2	1	
76	618	552	3	2	
76	618	616	2	1	
76	618	621	3	2	
76	619	73	1	1	
76	619	434	1	1	
76	619	552	4	2	
76	619	554	3	2	
76	619	614	4	3	
76	619	617	3	1	
76	620	74	1	1	
76	620	598	2	1	
76	620	616	2	2	
76	620	621	2	1	
76	621	75	1	1	
76	621	547	2	1	
76	621	618	3	1	
76	621	620	2	2	
76	622	76	1	1	
76	622	540	3	2	
76	622	554	4	3	
76	622	555	4	2	
76	622	614	4	3	
76	622	615	4	1	
76	622	623	4	2	
76	622	625	3	2	
76	623	77	1	1	
76	623	622	4	3	
76	623	624	3	2	
76	623	627	4	1	
76	623	681	3	2	
76	624	78	1	1	
76	624	555	2	1	
76	624	556	4	3	
76	624	557	5	2	
76	624	623	3	2	
76	624	626	3	2	
76	625	79	1	1	
76	625	554	2	2	
76	625	555	2	1	
76	625	622	3	2	
76	626	80	1	1	
76	626	485	2	1	
76	626	624	3	2	
76	626	627	4	2	
76	626	630	3	2	
76	627	81	1	1	
76	627	484	2	2	
76	627	486	3	1	
76	627	623	4	2	
76	627	626	4	2	
76	628	82	1	1	
76	628	485	2	1	
76	628	629	3	2	
76	628	631	4	2	
76	628	632	3	3	
76	629	83	1	1	
76	629	479	3	2	
76	629	484	2	1	
76	629	628	3	2	
76	629	633	3	2	
76	630	84	1	1	
76	630	489	2	2	
76	630	557	2	1	
76	630	626	3	1	
76	631	85	1	1	
76	631	489	2	2	
76	631	490	2	1	
76	631	559	4	3	
76	631	566	3	3	
76	631	571	4	4	
76	631	628	4	3	
76	631	636	3	2	
76	632	86	1	1	
76	632	502	2	2	
76	632	571	4	2	
76	632	628	3	2	
76	632	633	3	3	
76	632	636	3	2	
76	633	87	1	1	
76	633	478	2	2	
76	633	503	4	2	
76	633	629	3	2	
76	633	632	3	2	
76	634	88	1	1	
76	634	502	2	1	
76	634	505	2	1	
76	634	571	4	2	
76	634	635	3	3	
76	634	637	3	3	
76	635	89	1	1	
76	635	504	1	1	
76	635	634	3	2	
76	635	640	3	2	
76	635	705	3	1	
76	636	90	1	1	
76	636	501	2	1	
76	636	631	3	2	
76	636	632	3	2	
76	637	91	1	1	
76	637	571	3	2	
76	637	572	4	3	
76	637	576	4	2	
76	637	634	3	2	
76	637	644	3	2	
76	638	92	1	1	
76	638	640	6	3	
76	638	642	5	2	
76	638	707	4	2	
76	638	815	5	3	
76	638	825	4	3	
76	638	826	4	2	
76	639	93	1	1	
76	639	505	2	1	
76	639	506	1	1	
76	639	640	3	2	
76	639	641	4	2	
76	640	94	1	1	
76	640	635	3	3	
76	640	638	6	5	
76	640	639	3	2	
76	640	642	3	2	
76	641	95	1	1	
76	641	639	4	2	
76	641	642	3	2	
76	641	646	3	2	
76	641	648	3	2	
76	642	96	1	1	
76	642	638	5	3	
76	642	640	3	2	
76	642	641	3	2	
76	642	649	4	2	
76	643	97	1	1	
76	643	576	2	1	
76	643	578	3	2	
76	643	644	3	2	
76	644	98	1	1	
76	644	506	3	2	
76	644	637	3	2	
76	644	643	3	2	
76	644	646	3	2	
76	645	99	1	1	
76	645	578	4	2	
76	645	646	4	2	
76	645	647	3	2	
76	645	652	3	2	
76	646	100	1	1	
76	646	507	1	1	
76	646	641	3	2	
76	646	644	3	2	
76	646	645	4	3	
76	646	653	3	2	
76	647	101	1	1	
76	647	524	1	1	
76	647	579	3	2	
76	647	645	3	2	
76	647	657	3	2	
76	648	102	1	1	
76	648	641	3	1	
76	648	649	3	1	
76	648	650	3	2	
76	648	653	3	2	
76	649	103	1	1	
76	649	642	4	2	
76	649	648	3	2	
76	649	651	3	2	
76	649	825	4	3	
76	650	104	1	1	
76	650	453	3	2	
76	650	648	3	2	
76	650	651	4	2	
76	650	655	3	3	
76	651	105	1	1	
76	651	649	3	3	
76	651	650	4	2	
76	651	827	3	3	
76	651	842	3	2	
76	652	106	1	1	
76	652	452	3	2	
76	652	525	2	1	
76	652	645	3	2	
76	652	653	4	2	
76	653	107	1	1	
76	653	646	3	3	
76	653	648	3	3	
76	653	652	4	2	
76	653	655	4	3	
76	654	108	1	1	
76	654	451	3	2	
76	654	452	2	1	
76	654	659	4	2	
76	654	662	4	2	
76	655	109	1	1	
76	655	451	2	1	
76	655	650	3	3	
76	655	653	4	2	
76	655	663	3	3	
76	656	110	1	1	
76	656	579	4	3	
76	656	657	3	1	
76	656	658	4	3	
76	656	660	3	2	
76	657	111	1	1	
76	657	525	3	2	
76	657	647	3	1	
76	657	656	3	2	
76	657	659	4	3	
76	658	112	1	1	
76	658	510	2	1	
76	658	656	4	3	
76	658	659	3	3	
76	658	661	3	2	
76	659	113	1	1	
76	659	509	2	1	
76	659	654	4	2	
76	659	657	4	3	
76	659	658	3	2	
76	660	114	1	1	
76	660	582	5	3	
76	660	656	3	2	
76	660	661	3	3	
76	660	902	4	2	
76	661	115	1	1	
76	661	512	2	1	
76	661	658	3	2	
76	661	660	3	2	
76	661	902	4	3	
76	662	116	1	1	
76	662	449	3	3	
76	662	654	4	2	
76	662	664	3	3	
76	662	667	3	2	
76	663	117	1	1	
76	663	449	1	1	
76	663	655	3	2	
76	663	665	3	3	
76	663	841	4	2	
76	664	118	1	1	
76	664	448	3	1	
76	664	662	3	2	
76	664	669	3	2	
76	664	849	5	3	
76	665	119	1	1	
76	665	448	1	1	
76	665	663	3	2	
76	665	843	3	2	
76	665	849	5	3	
76	666	120	1	1	
76	666	510	3	2	
76	666	521	1	1	
76	666	667	3	2	
76	666	668	3	2	
76	667	121	1	1	
76	667	509	3	2	
76	667	662	3	3	
76	667	666	3	2	
76	667	669	3	2	
76	668	122	1	1	
76	668	519	1	1	
76	668	666	3	1	
76	668	669	3	2	
76	668	850	3	2	
76	669	123	1	1	
76	669	664	3	2	
76	669	667	3	2	
76	669	668	3	2	
76	669	851	3	2	
76	670	124	1	1	
76	670	512	4	3	
76	670	519	4	3	
76	670	521	3	2	
76	670	854	6	3	
76	670	902	7	6	
76	670	905	5	4	
76	671	125	1	1	
76	671	602	3	2	
76	671	672	3	3	
76	671	673	3	2	
76	671	676	3	2	
76	672	126	1	1	
76	672	603	4	2	
76	672	671	3	2	
76	672	674	3	2	
76	672	722	3	2	
76	673	127	1	1	
76	673	671	3	2	
76	673	674	4	2	
76	673	678	3	2	
76	673	683	4	2	
76	674	128	1	1	
76	674	672	3	2	
76	674	673	4	2	
76	674	684	3	3	
76	674	724	3	2	
76	675	129	1	1	
76	675	404	2	2	
76	675	606	4	2	
76	675	676	3	1	
76	675	677	3	2	
76	676	130	1	1	
76	676	607	4	1	
76	676	671	3	2	
76	676	675	3	2	
76	676	678	3	2	
76	677	131	1	1	
76	677	406	1	1	
76	677	675	3	2	
76	677	678	3	2	
76	677	687	4	2	
76	678	132	1	1	
76	678	673	3	1	
76	678	676	3	2	
76	678	677	3	2	
76	678	688	3	3	
76	679	133	1	1	
76	679	610	4	3	
76	679	680	3	1	
76	679	681	4	2	
76	680	134	1	1	
76	680	404	2	2	
76	680	488	3	2	
76	680	611	3	1	
76	680	679	3	1	
76	681	135	1	1	
76	681	487	2	1	
76	681	623	3	1	
76	681	679	4	3	
76	681	691	3	2	
76	682	136	1	1	
76	682	406	3	2	
76	682	487	2	1	
76	682	488	2	1	
76	682	692	3	2	
76	683	137	1	1	
76	683	673	4	2	
76	683	684	3	2	
76	683	685	3	2	
76	683	688	3	2	
76	684	138	1	1	
76	684	674	3	2	
76	684	683	3	2	
76	684	728	3	2	
76	685	139	1	1	
76	685	411	3	2	
76	685	683	3	2	
76	685	686	3	2	
76	685	690	4	2	
76	686	140	1	1	
76	686	685	3	2	
76	686	730	3	3	
76	687	141	1	1	
76	687	407	1	1	
76	687	677	4	3	
76	687	688	3	2	
76	687	689	3	2	
76	688	142	1	1	
76	688	678	3	2	
76	688	683	3	2	
76	688	687	3	1	
76	688	690	3	2	
76	689	143	1	1	
76	689	408	2	1	
76	689	687	3	2	
76	689	690	3	2	
76	689	699	4	2	
76	690	144	1	1	
76	690	410	3	2	
76	690	685	4	2	
76	690	688	3	3	
76	690	689	3	2	
76	691	145	1	1	
76	691	481	3	2	
76	691	486	2	1	
76	691	681	3	2	
76	691	692	3	2	
76	692	146	1	1	
76	692	407	3	2	
76	692	682	3	2	
76	692	691	3	2	
76	692	694	3	3	
76	693	147	1	1	
76	693	479	1	1	
76	693	483	1	1	
76	693	694	3	2	
76	693	703	4	2	
76	694	148	1	1	
76	694	408	3	1	
76	694	539	2	1	
76	694	692	3	2	
76	694	693	3	2	
76	695	149	1	1	
76	695	411	1	1	
76	695	696	3	2	
76	695	697	3	3	
76	695	700	3	2	
76	696	150	1	1	
76	696	695	3	3	
76	696	698	4	2	
76	696	734	3	2	
76	697	151	1	1	
76	697	695	3	2	
76	697	698	3	2	
76	697	702	3	2	
76	697	809	3	2	
76	698	152	1	1	
76	698	696	4	3	
76	698	697	3	2	
76	698	736	3	3	
76	698	810	3	1	
76	699	153	1	1	
76	699	538	1	1	
76	699	689	4	2	
76	699	700	3	1	
76	699	701	3	1	
76	700	154	1	1	
76	700	410	1	1	
76	700	695	3	3	
76	700	699	3	2	
76	700	702	4	3	
76	701	155	1	1	
76	701	474	1	1	
76	701	699	3	2	
76	701	702	3	2	
76	701	813	3	2	
76	702	156	1	1	
76	702	697	3	2	
76	702	700	4	2	
76	702	701	3	2	
76	702	814	3	3	
76	703	157	1	1	
76	703	478	2	1	
76	703	693	4	3	
76	703	704	3	2	
76	703	705	3	2	
76	704	158	1	1	
76	704	538	4	2	
76	704	539	3	2	
76	704	703	3	2	
76	704	706	3	2	
76	705	159	1	1	
76	705	476	3	2	
76	705	635	3	3	
76	705	703	3	1	
76	705	706	3	2	
76	706	160	1	1	
76	706	474	3	2	
76	706	475	3	2	
76	706	704	3	3	
76	706	705	3	1	
76	707	161	1	1	
76	707	473	4	2	
76	707	475	2	1	
76	707	476	2	1	
76	707	638	4	2	
76	708	162	1	1	
76	708	388	2	2	
76	708	709	6	4	
76	708	714	6	5	
76	708	913	17	11	
76	709	163	1	1	
76	709	391	2	1	
76	709	708	6	4	
76	709	711	5	3	
76	709	713	5	2	
76	709	803	7	5	
76	710	164	1	1	
76	710	584	5	2	
76	710	712	3	2	
76	710	806	3	2	
76	711	165	1	1	
76	711	709	5	2	
76	711	713	4	2	
76	711	807	3	1	
76	712	166	1	1	
76	712	393	3	2	
76	712	584	5	3	
76	712	710	3	2	
76	712	713	4	3	
76	713	167	1	1	
76	713	392	2	1	
76	713	709	5	4	
76	713	711	4	2	
76	713	712	4	2	
76	713	716	4	3	
76	714	168	1	1	
76	714	708	6	5	
76	714	715	6	4	
76	714	720	6	5	
76	714	913	12	8	
76	715	169	1	1	
76	715	391	5	2	
76	715	714	6	4	
76	715	717	5	4	
76	715	719	5	2	
76	715	721	6	5	
76	716	170	1	1	
76	716	393	1	1	
76	716	601	3	3	
76	716	713	4	2	
76	716	717	3	2	
76	716	718	3	3	
76	717	171	1	1	
76	717	392	2	2	
76	717	715	5	4	
76	717	716	3	1	
76	717	719	3	2	
76	718	172	1	1	
76	718	603	3	3	
76	718	716	3	1	
76	718	719	3	1	
76	718	722	4	2	
76	719	173	1	1	
76	719	715	5	4	
76	719	717	3	1	
76	719	718	3	2	
76	719	723	3	2	
76	720	174	1	1	
76	720	714	6	4	
76	720	721	6	4	
76	720	726	6	2	
76	720	913	8	6	
76	721	175	1	1	
76	721	715	6	4	
76	721	720	6	2	
76	721	723	5	4	
76	721	725	5	3	
76	721	727	6	2	
76	722	176	1	1	
76	722	672	3	2	
76	722	718	4	3	
76	722	723	3	2	
76	722	724	3	2	
76	723	177	1	1	
76	723	719	3	3	
76	723	721	5	2	
76	723	722	3	2	
76	723	725	4	2	
76	724	178	1	1	
76	724	674	3	2	
76	724	722	3	2	
76	724	725	3	2	
76	724	728	3	1	
76	725	179	1	1	
76	725	721	5	4	
76	725	723	4	1	
76	725	724	3	2	
76	725	729	3	3	
76	726	180	1	1	
76	726	416	3	2	
76	726	720	6	5	
76	726	727	6	3	
76	726	913	8	5	
76	727	181	1	1	
76	727	415	5	3	
76	727	721	6	3	
76	727	726	6	4	
76	727	729	5	4	
76	727	731	5	2	
76	728	182	1	1	
76	728	684	3	2	
76	728	724	3	2	
76	728	729	3	2	
76	728	730	3	2	
76	729	183	1	1	
76	729	725	3	2	
76	729	727	5	2	
76	729	728	3	2	
76	729	731	3	2	
76	730	184	1	1	
76	730	413	4	3	
76	730	686	3	2	
76	730	728	3	2	
76	730	731	3	2	
76	731	185	1	1	
76	731	414	4	3	
76	731	727	5	4	
76	731	729	3	1	
76	731	730	3	2	
76	732	186	1	1	
76	732	416	4	3	
76	732	417	9	4	
76	732	733	6	4	
76	732	864	7	3	
76	733	187	1	1	
76	733	415	2	2	
76	733	732	6	4	
76	733	735	5	2	
76	733	737	5	3	
76	733	865	6	3	
76	734	188	1	1	
76	734	413	1	1	
76	734	696	3	2	
76	734	735	3	2	
76	734	736	3	3	
76	735	189	1	1	
76	735	414	1	1	
76	735	733	5	3	
76	735	734	3	2	
76	735	737	4	3	
76	736	190	1	1	
76	736	698	3	2	
76	736	734	3	2	
76	736	737	3	2	
76	736	866	5	4	
76	737	191	1	1	
76	737	733	5	4	
76	737	735	4	2	
76	737	736	3	2	
76	737	866	5	3	
76	738	192	1	1	
76	738	740	4	2	
76	738	742	4	3	
76	738	746	6	3	
76	738	784	3	3	
76	738	920	6	5	
76	739	193	1	1	
76	739	419	4	2	
76	739	740	4	3	
76	739	741	3	2	
76	739	921	5	3	
76	740	194	1	1	
76	740	738	4	2	
76	740	739	4	2	
76	740	742	3	2	
76	740	920	5	4	
76	741	195	1	1	
76	741	739	3	2	
76	741	742	3	1	
76	741	743	5	3	
76	741	747	4	3	
76	742	196	1	1	
76	742	738	4	2	
76	742	740	3	2	
76	742	741	3	3	
76	742	748	3	2	
76	743	197	1	1	
76	743	419	2	2	
76	743	741	5	3	
76	743	744	6	3	
76	743	745	6	3	
76	743	751	5	4	
76	743	752	5	4	
76	743	921	7	6	
76	743	922	7	3	
76	744	198	1	1	
76	744	743	6	4	
76	744	745	3	3	
76	744	922	6	4	
76	745	199	1	1	
76	745	743	6	4	
76	745	744	3	3	
76	745	755	3	2	
76	746	200	1	1	
76	746	738	6	4	
76	746	748	4	2	
76	746	750	4	2	
76	746	757	6	3	
76	746	792	4	2	
76	747	201	1	1	
76	747	741	4	2	
76	747	748	4	3	
76	747	749	3	3	
76	747	752	3	2	
76	748	202	1	1	
76	748	742	3	2	
76	748	746	4	2	
76	748	747	4	2	
76	748	750	3	2	
76	749	203	1	1	
76	749	747	3	2	
76	749	750	4	2	
76	749	754	3	2	
76	749	758	3	3	
76	750	204	1	1	
76	750	746	4	2	
76	750	748	3	3	
76	750	749	4	3	
76	750	759	3	2	
76	751	205	1	1	
76	751	420	3	2	
76	751	743	5	3	
76	751	753	3	2	
76	751	755	4	2	
76	752	206	1	1	
76	752	420	1	1	
76	752	743	5	2	
76	752	747	3	2	
76	752	754	3	2	
76	753	207	1	1	
76	753	421	2	1	
76	753	751	3	2	
76	753	756	4	2	
76	753	762	3	3	
76	754	208	1	1	
76	754	421	2	1	
76	754	749	3	2	
76	754	752	3	2	
76	754	763	4	3	
76	755	209	1	1	
76	755	745	3	2	
76	755	751	4	2	
76	755	756	3	2	
76	756	210	1	1	
76	756	753	4	2	
76	756	755	3	2	
76	756	766	4	2	
76	757	211	1	1	
76	757	746	6	5	
76	757	759	4	2	
76	757	761	4	2	
76	757	768	6	5	
76	757	800	3	3	
76	758	212	1	1	
76	758	749	3	3	
76	758	759	3	1	
76	758	760	4	3	
76	758	763	3	3	
76	759	213	1	1	
76	759	750	3	3	
76	759	757	4	3	
76	759	758	3	2	
76	759	761	3	2	
76	760	214	1	1	
76	760	758	4	2	
76	760	761	3	2	
76	760	765	3	2	
76	760	769	3	2	
76	761	215	1	1	
76	761	757	4	2	
76	761	759	3	2	
76	761	760	3	3	
76	761	770	3	2	
76	762	216	1	1	
76	762	422	1	1	
76	762	753	3	1	
76	762	763	3	2	
76	762	764	3	2	
76	763	217	1	1	
76	763	754	4	3	
76	763	758	3	2	
76	763	762	3	2	
76	763	765	3	2	
76	764	218	1	1	
76	764	423	1	1	
76	764	762	3	2	
76	764	765	4	2	
76	764	773	4	2	
76	765	219	1	1	
76	765	760	3	2	
76	765	763	3	3	
76	765	764	4	2	
76	765	774	3	2	
76	766	220	1	1	
76	766	422	4	2	
76	766	756	4	2	
76	766	767	4	3	
76	767	221	1	1	
76	767	423	4	2	
76	767	766	4	2	
76	767	777	3	2	
76	768	222	1	1	
76	768	584	6	3	
76	768	757	6	2	
76	768	770	4	3	
76	768	772	4	2	
76	768	808	3	2	
76	769	223	1	1	
76	769	760	3	2	
76	769	770	3	2	
76	769	771	3	2	
76	769	774	4	2	
76	770	224	1	1	
76	770	761	3	2	
76	770	768	4	2	
76	770	769	3	3	
76	770	772	4	2	
76	771	225	1	1	
76	771	585	4	2	
76	771	769	3	2	
76	771	772	3	3	
76	771	776	3	3	
76	772	226	1	1	
76	772	586	3	2	
76	772	768	4	2	
76	772	770	4	2	
76	772	771	3	2	
76	773	227	1	1	
76	773	424	1	1	
76	773	764	4	3	
76	773	774	4	2	
76	773	775	3	2	
76	774	228	1	1	
76	774	765	3	2	
76	774	769	4	2	
76	774	773	4	2	
76	774	776	3	2	
76	775	229	1	1	
76	775	425	2	1	
76	775	589	4	2	
76	775	773	3	1	
76	775	776	3	2	
76	776	230	1	1	
76	776	590	4	2	
76	776	771	3	3	
76	776	774	3	2	
76	776	775	3	2	
76	777	231	1	1	
76	777	424	4	3	
76	777	767	3	2	
76	777	778	4	2	
76	777	779	3	2	
76	778	232	1	1	
76	778	429	3	1	
76	778	597	5	3	
76	778	777	4	2	
76	778	779	3	3	
76	779	233	1	1	
76	779	425	2	2	
76	779	427	3	2	
76	779	777	3	3	
76	779	778	3	2	
76	780	234	1	1	
76	780	781	6	4	
76	780	785	6	4	
76	780	914	12	9	
76	780	916	7	4	
76	781	235	1	1	
76	781	780	6	3	
76	781	782	6	3	
76	781	786	6	4	
76	781	917	7	3	
76	782	236	1	1	
76	782	781	6	5	
76	782	783	6	3	
76	782	787	6	4	
76	782	917	7	6	
76	782	918	7	5	
76	783	237	1	1	
76	783	782	6	4	
76	783	784	4	3	
76	783	788	5	4	
76	783	789	5	4	
76	783	918	7	5	
76	783	919	7	4	
76	784	238	1	1	
76	784	738	3	2	
76	784	783	4	2	
76	784	792	6	3	
76	784	919	6	3	
76	785	239	1	1	
76	785	780	6	3	
76	785	786	6	4	
76	785	793	6	3	
76	785	914	8	3	
76	786	240	1	1	
76	786	781	6	3	
76	786	785	6	4	
76	786	787	6	4	
76	786	794	6	4	
76	787	241	1	1	
76	787	782	6	3	
76	787	786	6	3	
76	787	789	5	4	
76	787	791	5	3	
76	787	795	6	5	
76	788	242	1	1	
76	788	783	5	3	
76	788	789	3	2	
76	788	790	3	2	
76	788	792	3	2	
76	789	243	1	1	
76	789	783	5	3	
76	789	787	5	2	
76	789	788	3	3	
76	789	791	3	2	
76	790	244	1	1	
76	790	788	3	2	
76	790	791	3	2	
76	790	792	3	2	
76	790	796	3	2	
76	791	245	1	1	
76	791	787	5	3	
76	791	789	3	3	
76	791	790	3	2	
76	791	797	4	2	
76	792	246	1	1	
76	792	746	4	2	
76	792	784	6	2	
76	792	788	3	2	
76	792	790	3	2	
76	792	800	6	4	
76	793	247	1	1	
76	793	785	6	4	
76	793	794	6	3	
76	793	801	6	5	
76	793	914	8	4	
76	794	248	1	1	
76	794	786	6	2	
76	794	793	6	4	
76	794	795	6	5	
76	794	802	6	2	
76	795	249	1	1	
76	795	787	6	3	
76	795	794	6	5	
76	795	797	5	4	
76	795	799	5	4	
76	795	803	6	5	
76	796	250	1	1	
76	796	790	3	2	
76	796	797	4	2	
76	796	798	3	3	
76	796	800	3	2	
76	797	251	1	1	
76	797	791	4	1	
76	797	795	5	3	
76	797	796	4	2	
76	797	799	4	1	
76	798	252	1	1	
76	798	796	3	3	
76	798	799	4	3	
76	798	800	3	2	
76	798	804	3	2	
76	799	253	1	1	
76	799	795	5	4	
76	799	797	4	2	
76	799	798	4	2	
76	799	805	3	2	
76	800	254	1	1	
76	800	757	3	2	
76	800	792	6	5	
76	800	796	3	2	
76	800	798	3	2	
76	800	808	6	4	
76	801	255	1	1	
76	801	389	8	5	
76	801	793	6	4	
76	801	802	6	5	
76	801	913	21	8	
76	802	256	1	1	
76	802	388	5	2	
76	802	794	6	5	
76	802	801	6	4	
76	802	803	6	4	
76	803	257	1	1	
76	803	709	7	5	
76	803	795	6	3	
76	803	802	6	4	
76	803	805	5	4	
76	803	807	5	3	
76	804	258	1	1	
76	804	798	3	3	
76	804	805	3	3	
76	804	806	4	3	
76	804	808	3	2	
76	805	259	1	1	
76	805	799	3	3	
76	805	803	5	3	
76	805	804	3	2	
76	805	807	3	2	
76	806	260	1	1	
76	806	710	3	3	
76	806	804	4	3	
76	806	807	3	3	
76	806	808	3	2	
76	807	261	1	1	
76	807	711	3	1	
76	807	803	5	4	
76	807	805	3	2	
76	807	806	3	1	
76	808	262	1	1	
76	808	584	7	3	
76	808	768	3	3	
76	808	800	6	3	
76	808	804	3	3	
76	808	806	3	2	
76	809	263	1	1	
76	809	697	3	3	
76	809	810	3	2	
76	809	811	3	2	
76	809	814	3	2	
76	810	264	1	1	
76	810	698	3	2	
76	810	809	3	2	
76	810	812	3	3	
76	810	866	5	3	
76	811	265	1	1	
76	811	809	3	2	
76	811	812	3	2	
76	811	816	4	3	
76	811	817	3	2	
76	812	266	1	1	
76	812	810	3	3	
76	812	811	3	2	
76	812	818	4	3	
76	812	866	5	3	
76	813	267	1	1	
76	813	472	2	1	
76	813	473	1	1	
76	813	701	3	2	
76	813	814	4	2	
76	814	268	1	1	
76	814	702	3	2	
76	814	809	3	2	
76	814	813	4	3	
76	814	816	3	2	
76	815	269	1	1	
76	815	471	4	3	
76	815	472	2	1	
76	815	638	5	2	
76	815	821	3	2	
76	816	270	1	1	
76	816	471	1	1	
76	816	811	4	2	
76	816	814	3	2	
76	816	822	3	2	
76	817	271	1	1	
76	817	470	1	1	
76	817	811	3	2	
76	817	818	3	1	
76	817	819	3	2	
76	818	272	1	1	
76	818	812	4	3	
76	818	817	3	3	
76	818	820	3	2	
76	818	869	5	2	
76	819	273	1	1	
76	819	469	1	1	
76	819	817	3	3	
76	819	820	3	2	
76	819	829	3	2	
76	820	274	1	1	
76	820	818	3	2	
76	820	819	3	3	
76	820	830	4	2	
76	820	869	5	3	
76	821	275	1	1	
76	821	815	3	3	
76	821	822	3	3	
76	821	823	3	3	
76	821	826	3	2	
76	822	276	1	1	
76	822	470	4	2	
76	822	816	3	2	
76	822	821	3	2	
76	822	824	3	3	
76	823	277	1	1	
76	823	821	3	2	
76	823	824	3	2	
76	823	828	3	2	
76	823	833	3	3	
76	824	278	1	1	
76	824	469	4	2	
76	824	822	3	2	
76	824	823	3	2	
76	824	834	4	2	
76	825	279	1	1	
76	825	638	4	2	
76	825	649	4	2	
76	825	826	3	3	
76	825	827	4	1	
76	826	280	1	1	
76	826	638	4	2	
76	826	821	3	2	
76	826	825	3	2	
76	826	828	4	3	
76	827	281	1	1	
76	827	651	3	3	
76	827	825	4	3	
76	827	828	3	3	
76	827	837	3	2	
76	828	282	1	1	
76	828	823	3	2	
76	828	826	4	2	
76	828	827	3	2	
76	828	838	3	2	
76	829	283	1	1	
76	829	457	4	1	
76	829	468	2	2	
76	829	819	3	2	
76	829	834	3	3	
76	830	284	1	1	
76	830	468	2	2	
76	830	820	4	2	
76	830	832	3	2	
76	830	872	5	3	
76	831	285	1	1	
76	831	457	1	1	
76	831	836	3	1	
76	831	845	5	4	
76	832	286	1	1	
76	832	459	2	1	
76	832	830	3	2	
76	832	872	5	2	
76	833	287	1	1	
76	833	455	3	2	
76	833	823	3	2	
76	833	834	3	2	
76	833	838	4	2	
76	834	288	1	1	
76	834	456	2	2	
76	834	824	4	2	
76	834	829	3	2	
76	834	833	3	2	
76	835	289	1	1	
76	835	455	2	1	
76	835	836	3	3	
76	835	840	3	2	
76	835	846	5	2	
76	836	290	1	1	
76	836	456	2	1	
76	836	831	3	2	
76	836	835	3	3	
76	836	846	5	3	
76	837	291	1	1	
76	837	827	3	2	
76	837	838	3	2	
76	837	839	3	3	
76	837	842	4	2	
76	838	292	1	1	
76	838	454	2	1	
76	838	828	3	2	
76	838	833	4	3	
76	838	837	3	2	
76	839	293	1	1	
76	839	837	3	3	
76	839	840	3	2	
76	839	844	3	1	
76	839	847	5	2	
76	840	294	1	1	
76	840	454	2	1	
76	840	835	3	2	
76	840	839	3	3	
76	840	847	5	3	
76	841	295	1	1	
76	841	453	1	1	
76	841	663	4	2	
76	841	842	3	2	
76	841	843	3	2	
76	842	296	1	1	
76	842	651	3	2	
76	842	837	4	3	
76	842	841	3	3	
76	842	844	3	2	
76	843	297	1	1	
76	843	665	3	2	
76	843	841	3	2	
76	843	844	4	2	
76	843	848	5	4	
76	844	298	1	1	
76	844	839	3	2	
76	844	842	3	2	
76	844	843	4	3	
76	844	848	5	2	
76	845	299	1	1	
76	845	459	4	3	
